CPF_CNPJ,NOME_PESSOA,Latitude,Longitude,ANO,CD_MUN,NM_MUN,SIGLA_UF,NFR,SETOR,SNAP,TIER,Technology,Abatement,Fuel,Region,NMVOC
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2017,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.0025741590000000003
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2018,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.002542728
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2019,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.002606202
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2020,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.0021173310000000005
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2021,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.0025128179999999996
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2017,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.001501659
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2018,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.0020620605
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2019,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.002612805
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2020,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.0029976150000000003
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2021,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.0015138225000000001
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2022,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.0021686879999999998
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2023,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.002196
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2017,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,2.9444999999999987e-05
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2018,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,9.985499999999999e-05
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2019,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.000170265
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2020,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.00011253
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2021,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,9.855899999999999e-05
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2022,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,8.4588e-05
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2023,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,7.0617e-05
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2017,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Animal rendering,,,,8.56845e-05
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2018,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Animal rendering,,,,0.0003457905
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2019,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Animal rendering,,,,0.0001759395
05202778000105,FRIGO FRIOS QUALYCARNE EIRELI,-26.74075,-49.172,2020,,POMERODE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Animal rendering,,,,0.0001475793
05215633000130,MOINHO NACIONAL LTDA,-22.639454,-50.399524,2017,,ASSIS,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.0014116099999999996
05215633000130,MOINHO NACIONAL LTDA,-22.639454,-50.399524,2018,,ASSIS,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.00813388
05215633000130,MOINHO NACIONAL LTDA,-22.639454,-50.399524,2019,,ASSIS,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.01485615
05215633000130,MOINHO NACIONAL LTDA,-22.639454,-50.399524,2020,,ASSIS,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.013024085
05215633000130,MOINHO NACIONAL LTDA,-22.639454,-50.399524,2021,,ASSIS,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.011192019999999999
05215633000130,MOINHO NACIONAL LTDA,-22.639454,-50.399524,2022,,ASSIS,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.01021
05215633000130,MOINHO NACIONAL LTDA,-22.639454,-50.399524,2023,,ASSIS,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.022159099999999998
05235397000114,ANTONIO LEMES DE OLIVEIRA ME,-20.25975,-50.548028,2019,,JALES,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.0031500000000000005
05235397000114,ANTONIO LEMES DE OLIVEIRA ME,-20.25975,-50.548028,2020,,JALES,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.0031500000000000005
05235397000114,ANTONIO LEMES DE OLIVEIRA ME,-20.25975,-50.548028,2021,,JALES,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.0031500000000000005
05235397000114,ANTONIO LEMES DE OLIVEIRA ME,-20.25975,-50.548028,2022,,JALES,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.0031500000000000005
05242560000176,USINA VERTENTE LTDA,-20.4075,-49.000806,2017,,GUARACI,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,1603.18
05242560000176,USINA VERTENTE LTDA,-20.4075,-49.000806,2018,,GUARACI,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,1151.63
05242560000176,USINA VERTENTE LTDA,-20.4075,-49.000806,2019,,GUARACI,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,1281.27
05242560000176,USINA VERTENTE LTDA,-20.4075,-49.000806,2020,,GUARACI,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,1874.9527
05242560000176,USINA VERTENTE LTDA,-20.4075,-49.000806,2021,,GUARACI,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,1458.4596999999999
05242560000176,USINA VERTENTE LTDA,-20.4075,-49.000806,2022,,GUARACI,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,1801.11
05242560000176,USINA VERTENTE LTDA,-20.4075,-49.000806,2023,,GUARACI,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,2288.0475
05247505000179,EMBUTIDOS PRATENSE LTDA,-28.745833,-51.653611,2017,,NOVA PRATA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.05195999999999999
05247505000179,EMBUTIDOS PRATENSE LTDA,-28.745833,-51.653611,2018,,NOVA PRATA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.06708
05247505000179,EMBUTIDOS PRATENSE LTDA,-28.745833,-51.653611,2019,,NOVA PRATA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.05135999999999999
05247505000179,EMBUTIDOS PRATENSE LTDA,-28.745833,-51.653611,2020,,NOVA PRATA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.039869999999999996
05247505000179,EMBUTIDOS PRATENSE LTDA,-28.745833,-51.653611,2021,,NOVA PRATA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.050940000000000006
05247505000179,EMBUTIDOS PRATENSE LTDA,-28.745833,-51.653611,2022,,NOVA PRATA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.06513
05247505000179,EMBUTIDOS PRATENSE LTDA,-28.745833,-51.653611,2023,,NOVA PRATA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.11561699999999998
05286808000109,FRIGORIFICO LUZERNA LTDA - EPP,-27.108306,-51.472167,2020,,LUZERNA,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.00114
05286808000109,FRIGORIFICO LUZERNA LTDA - EPP,-27.108306,-51.472167,2021,,LUZERNA,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.00114
05286808000109,FRIGORIFICO LUZERNA LTDA - EPP,-27.108306,-51.472167,2022,,LUZERNA,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.00114
05286808000109,FRIGORIFICO LUZERNA LTDA - EPP,-27.108306,-51.472167,2023,,LUZERNA,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.00165
05295680000131,CORDEIRO IND.E COM.DE FARINHA E GORDURA ANIMAL LTDA,-26.908306,-52.390556,2017,,XANXERE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Animal rendering,,,,12.878827500000002
05295680000131,CORDEIRO IND.E COM.DE FARINHA E GORDURA ANIMAL LTDA,-26.908306,-52.390556,2018,,XANXERE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Animal rendering,,,,14.472084
05295680000131,CORDEIRO IND.E COM.DE FARINHA E GORDURA ANIMAL LTDA,-26.908306,-52.390556,2019,,XANXERE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Animal rendering,,,,18.874359899999998
05295680000131,CORDEIRO IND.E COM.DE FARINHA E GORDURA ANIMAL LTDA,-26.908306,-52.390556,2020,,XANXERE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Animal rendering,,,,16.144966200000002
05295680000131,CORDEIRO IND.E COM.DE FARINHA E GORDURA ANIMAL LTDA,-26.908306,-52.390556,2021,,XANXERE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Animal rendering,,,,20.534071800000003
05295680000131,CORDEIRO IND.E COM.DE FARINHA E GORDURA ANIMAL LTDA,-26.908306,-52.390556,2022,,XANXERE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Animal rendering,,,,20.1078999
05295680000131,CORDEIRO IND.E COM.DE FARINHA E GORDURA ANIMAL LTDA,-26.908306,-52.390556,2023,,XANXERE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Animal rendering,,,,20.32767
05321210000103,MICRO CERVEJARIA BARLEY LTDA,-29.665182,-51.35041,2017,,CAPELA DE SANTANA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.05521320000000001
05321210000103,MICRO CERVEJARIA BARLEY LTDA,-29.665182,-51.35041,2018,,CAPELA DE SANTANA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.05535425
05321210000103,MICRO CERVEJARIA BARLEY LTDA,-29.665182,-51.35041,2019,,CAPELA DE SANTANA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.060200000000000004
05321210000103,MICRO CERVEJARIA BARLEY LTDA,-29.665182,-51.35041,2020,,CAPELA DE SANTANA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.0427
05321210000103,MICRO CERVEJARIA BARLEY LTDA,-29.665182,-51.35041,2021,,CAPELA DE SANTANA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.046900000000000004
05321210000103,MICRO CERVEJARIA BARLEY LTDA,-29.665182,-51.35041,2022,,CAPELA DE SANTANA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.059500000000000004
05321210000103,MICRO CERVEJARIA BARLEY LTDA,-29.665182,-51.35041,2023,,CAPELA DE SANTANA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.0482587
05327858000189,SEFAR - INDUSTRIA E COMERCIO DE FARINHA E SEBO LTDA.,-29.632224,-50.902618,2019,,PAROBE,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Margarine and solid cooking fats,,,,737.0
05327858000189,SEFAR - INDUSTRIA E COMERCIO DE FARINHA E SEBO LTDA.,-29.632224,-50.902618,2020,,PAROBE,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Margarine and solid cooking fats,,,,264.0
05327858000189,SEFAR - INDUSTRIA E COMERCIO DE FARINHA E SEBO LTDA.,-29.632224,-50.902618,2021,,PAROBE,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Margarine and solid cooking fats,,,,264.0
05327858000189,SEFAR - INDUSTRIA E COMERCIO DE FARINHA E SEBO LTDA.,-29.632224,-50.902618,2022,,PAROBE,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Margarine and solid cooking fats,,,,176.88
05327858000189,SEFAR - INDUSTRIA E COMERCIO DE FARINHA E SEBO LTDA.,-29.632224,-50.902618,2023,,PAROBE,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Margarine and solid cooking fats,,,,264.0
05331002000187,WINTER IND. E COM. LTDA,-30.000139,-50.999917,2017,,ALVORADA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.12585720000000003
05331002000187,WINTER IND. E COM. LTDA,-30.000139,-50.999917,2018,,ALVORADA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.19292035000000002
05331002000187,WINTER IND. E COM. LTDA,-30.000139,-50.999917,2019,,ALVORADA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.14431025
05331002000187,WINTER IND. E COM. LTDA,-30.000139,-50.999917,2020,,ALVORADA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.06432020000000001
05331002000187,WINTER IND. E COM. LTDA,-30.000139,-50.999917,2021,,ALVORADA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.1206002
05331002000187,WINTER IND. E COM. LTDA,-30.000139,-50.999917,2022,,ALVORADA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.13209805
05331002000187,WINTER IND. E COM. LTDA,-30.000139,-50.999917,2023,,ALVORADA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.14560000000000003
05343207000263,COMVAP ACUCAR E ALCOOL LTDA,-4.855528,-42.885806,2017,,UNIAO,PI,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,630.25
05343207000263,COMVAP ACUCAR E ALCOOL LTDA,-4.855528,-42.885806,2018,,UNIAO,PI,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,783.692
05343207000263,COMVAP ACUCAR E ALCOOL LTDA,-4.855528,-42.885806,2019,,UNIAO,PI,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,835.705
05343207000263,COMVAP ACUCAR E ALCOOL LTDA,-4.855528,-42.885806,2020,,UNIAO,PI,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,817.4185
05343207000263,COMVAP ACUCAR E ALCOOL LTDA,-4.855528,-42.885806,2021,,UNIAO,PI,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,914.27425
05343207000263,COMVAP ACUCAR E ALCOOL LTDA,-4.855528,-42.885806,2022,,UNIAO,PI,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,1011.13
05343207000263,COMVAP ACUCAR E ALCOOL LTDA,-4.855528,-42.885806,2023,,UNIAO,PI,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,974.0
05348127000110,VINICOLA DOM HERMINIO LTDA,-29.040477,-51.787283,2017,,SAO VALENTIM DO SUL,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.007679999999999999
05348127000110,VINICOLA DOM HERMINIO LTDA,-29.040477,-51.787283,2018,,SAO VALENTIM DO SUL,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.0088
05348127000110,VINICOLA DOM HERMINIO LTDA,-29.040477,-51.787283,2019,,SAO VALENTIM DO SUL,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.0081
05348127000110,VINICOLA DOM HERMINIO LTDA,-29.040477,-51.787283,2020,,SAO VALENTIM DO SUL,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.0074
05348127000110,VINICOLA DOM HERMINIO LTDA,-29.040477,-51.787283,2021,,SAO VALENTIM DO SUL,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.0067
05348127000110,VINICOLA DOM HERMINIO LTDA,-29.040477,-51.787283,2022,,SAO VALENTIM DO SUL,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.006
05348127000110,VINICOLA DOM HERMINIO LTDA,-29.040477,-51.787283,2023,,SAO VALENTIM DO SUL,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.0053
05370726000130,HELENO JOSE ZULIAN,-28.883056,-51.237222,2017,,ANTONIO PRADO,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.108
05370726000130,HELENO JOSE ZULIAN,-28.883056,-51.237222,2018,,ANTONIO PRADO,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.112
05370726000130,HELENO JOSE ZULIAN,-28.883056,-51.237222,2019,,ANTONIO PRADO,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.116
05370726000130,HELENO JOSE ZULIAN,-28.883056,-51.237222,2020,,ANTONIO PRADO,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.12
05370726000130,HELENO JOSE ZULIAN,-28.883056,-51.237222,2021,,ANTONIO PRADO,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.124
05370726000130,HELENO JOSE ZULIAN,-28.883056,-51.237222,2022,,ANTONIO PRADO,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.128
05388392000121,HILEIA IND PROD ALIMENTICIOS S/A,-1.299556,-47.936444,2017,,CASTANHAL,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,2.94365
05388392000121,HILEIA IND PROD ALIMENTICIOS S/A,-1.299556,-47.936444,2018,,CASTANHAL,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,3.2399899999999997
05388392000121,HILEIA IND PROD ALIMENTICIOS S/A,-1.299556,-47.936444,2019,,CASTANHAL,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,3.53633
05388392000121,HILEIA IND PROD ALIMENTICIOS S/A,-1.299556,-47.936444,2020,,CASTANHAL,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,2.9664324
05388392000121,HILEIA IND PROD ALIMENTICIOS S/A,-1.299556,-47.936444,2021,,CASTANHAL,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,2.08995
05388392000121,HILEIA IND PROD ALIMENTICIOS S/A,-1.299556,-47.936444,2022,,CASTANHAL,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,2.8864140000000003
05388392000121,HILEIA IND PROD ALIMENTICIOS S/A,-1.299556,-47.936444,2023,,CASTANHAL,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,2.61502488
05388392000121,HILEIA IND PROD ALIMENTICIOS S/A,-1.299556,-47.936444,2017,,CASTANHAL,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,12.09738
05388392000121,HILEIA IND PROD ALIMENTICIOS S/A,-1.299556,-47.936444,2018,,CASTANHAL,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,12.585192
05388392000121,HILEIA IND PROD ALIMENTICIOS S/A,-1.299556,-47.936444,2019,,CASTANHAL,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,8.59268
05388392000121,HILEIA IND PROD ALIMENTICIOS S/A,-1.299556,-47.936444,2020,,CASTANHAL,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,10.8091916
05388392000121,HILEIA IND PROD ALIMENTICIOS S/A,-1.299556,-47.936444,2021,,CASTANHAL,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,5.65631
05388392000121,HILEIA IND PROD ALIMENTICIOS S/A,-1.299556,-47.936444,2022,,CASTANHAL,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,4.546947
05388392000121,HILEIA IND PROD ALIMENTICIOS S/A,-1.299556,-47.936444,2023,,CASTANHAL,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,6.83735977
05388392000202,HILEIA INDUSTRIAS DE PRODUTOS ALIMENTICIOS S/A,-1.355125,-48.453742,2017,,BELEM,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,5.58237
05388392000202,HILEIA INDUSTRIAS DE PRODUTOS ALIMENTICIOS S/A,-1.355125,-48.453742,2018,,BELEM,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,3.818201
05388392000202,HILEIA INDUSTRIAS DE PRODUTOS ALIMENTICIOS S/A,-1.355125,-48.453742,2019,,BELEM,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,3.69969
05388392000202,HILEIA INDUSTRIAS DE PRODUTOS ALIMENTICIOS S/A,-1.355125,-48.453742,2020,,BELEM,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,5.549151150000001
05388392000202,HILEIA INDUSTRIAS DE PRODUTOS ALIMENTICIOS S/A,-1.355125,-48.453742,2021,,BELEM,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,3.2336696700000003
05388392000202,HILEIA INDUSTRIAS DE PRODUTOS ALIMENTICIOS S/A,-1.355125,-48.453742,2022,,BELEM,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,3.946286
05388392000202,HILEIA INDUSTRIAS DE PRODUTOS ALIMENTICIOS S/A,-1.355125,-48.453742,2023,,BELEM,PA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,3.39452
05392714000106,VINICOLA MENA KAO,-29.146877,-51.538123,2017,,BENTO GONCALVES,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.029679999999999998
05392714000106,VINICOLA MENA KAO,-29.146877,-51.538123,2018,,BENTO GONCALVES,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.02528
05392714000106,VINICOLA MENA KAO,-29.146877,-51.538123,2019,,BENTO GONCALVES,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.028560000000000002
05392714000106,VINICOLA MENA KAO,-29.146877,-51.538123,2020,,BENTO GONCALVES,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.02612
05392714000106,VINICOLA MENA KAO,-29.146877,-51.538123,2021,,BENTO GONCALVES,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.02368
05392714000106,VINICOLA MENA KAO,-29.146877,-51.538123,2022,,BENTO GONCALVES,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.021240000000000002
05392714000106,VINICOLA MENA KAO,-29.146877,-51.538123,2023,,BENTO GONCALVES,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.0188
05395344000160,CARLOS PELIZZARI,-28.929139,-51.201083,2017,,ANTONIO PRADO,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.0007199999999999999
05395344000160,CARLOS PELIZZARI,-28.929139,-51.201083,2018,,ANTONIO PRADO,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.0007199999999999999
05395344000160,CARLOS PELIZZARI,-28.929139,-51.201083,2019,,ANTONIO PRADO,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.0007199999999999999
05395344000160,CARLOS PELIZZARI,-28.929139,-51.201083,2020,,ANTONIO PRADO,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.0007199999999999999
